0 9.74474 149.561
100 10.0099 -27.7224
200 10.1785 -137.933
300 10.1894 -138.573
400 10.1289 -89.5813
500 9.90219 74.907
600 9.89001 90.3157
700 10.0256 3.07058
800 9.94145 68.471
900 10.061 -7.64381
1000 9.97984 55.6976
1100 10.1434 -51.0084
1200 10.2679 -130.552
1300 10.6277 -373.561
1400 10.896 -553.052
1500 11.0056 -622.25
1600 10.9658 -587.632
1700 10.7852 -455.203
1800 10.6649 -364.694
1900 10.4249 -190.987
2000 10.4883 -228.13
2100 10.4189 -172.93
2200 10.3285 -103.209
2300 10.2871 -67.4599
2400 10.3042 -72.4025
2500 10.364 -106.965
2600 10.3195 -69.1268
2700 10.5332 -210.643
2800 10.3256 -59.5036
2900 10.4047 -107.485
3000 10.0975 112.875
3100 10.1404 90.0206
3200 9.86235 290.179
3300 9.86465 295.528
3400 9.91075 270.446
3500 9.97651 231.705
3600 10.0793 167.217
3700 10.049 195.257
3800 9.97559 253.185
3900 9.78299 393.956
4000 9.72228 443.079
4100 9.76364 421.296
4200 9.6284 522.206
4300 9.6685 501.294
4400 9.74595 454.427
4500 9.93562 329.592
4600 10.1825 165.012
4700 10.2478 126.605
4800 10.1844 177.623
4900 10.3205 89.9888
5000 10.4544 3.9022
5100 10.56 -62.5552
5200 10.5917 -77.6271
5300 10.3428 102.298
5400 10.2317 186.397
5500 10.318 133.425
5600 10.3216 137.838
5700 10.2631 185.418
5800 10.3549 128.62
5900 10.4138 94.6146
6000 10.5195 28.1582
6100 10.5488 14.7426
6200 10.5772 1.94204
6300 10.5464 30.2838
6400 10.6029 -1.98398
6500 10.7224 -78.0721
6600 10.7911 -118.91
6700 10.8349 -142.341
6800 10.6137 18.3028
6900 10.6963 -32.1771
7000 10.6223 26.2067
7100 10.5029 116.103
7200 10.6246 38.5258
7300 10.3332 247.899
7400 10.2888 285.725
7500 10.2526 317.8
7600 10.3096 285.112
7700 10.3664 252.616
7800 10.5104 159.547
7900 10.6047 100.968
8000 10.7527 5.09835
8100 10.8385 -47.5585
8200 10.8154 -24.6112
8300 10.7937 -2.58162
8400 10.7699 20.9201
8500 10.7525 39.9357
8600 10.5404 194.252
8700 10.5624 185.911
8800 10.5079 230.717
8900 10.5835 185.135
9000 10.5457 218.365
9100 10.6571 147.902
9200 10.5985 195.551
9300 10.64 173.724
9400 10.6582 167.968
9500 10.7836 87.7967
9600 10.8677 36.3648
9700 10.772 109.743
9800 10.7887 105.139
9900 10.8057 100.23
10000 10.8107 103.737
10100 10.7916 123.979
10200 10.81 118.126
10300 10.7698 153.009
10400 10.8149 128.616
10500 10.5904 291.55
10600 10.7937 157.211
10700 10.6872 238.195
10800 10.5852 315.998
10900 10.8 173.67
11000 10.7728 199.548
11100 10.8813 131.108
11200 10.7667 217.66
11300 10.8289 181.393
11400 10.7845 219.224
11500 10.9933 81.0477
11600 11.0587 42.6071
11700 11.077 36.8392
11800 11.0652 51.9828
11900 11.1025 32.9933
12000 11.0426 81.5512
12100 11.1115 40.639
12200 11.0061 120.791
12300 10.9711 152.071
12400 11.1864 9.41644
12500 11.0986 77.384
12600 11.2359 -11.0676
12700 11.2805 -35.0975
12800 11.3666 -87.9524
12900 11.2421 5.48858
13000 11.2038 39.0451
13100 11.14 90.3537
13200 11.3349 -38.1374
13300 11.0747 149.578
13400 11.0203 194.321
13500 10.9753 232.549
13600 11.0408 193.984
13700 11.1365 134.432
13800 10.8556 336.575
13900 10.959 271.691
14000 10.7932 393.793
14100 10.8866 335.858
14200 10.9657 287.87
14300 10.7974 411.767
14400 10.9139 337.744
14500 10.8538 386.469
14600 10.9315 339.406
14700 10.8138 428.104
14800 11.0344 281.802
14900 10.9918 318.332
15000 11.2077 175.274
15100 11.2777 133.609
15200 11.2707 145.387
15300 11.3038 129.342
15400 11.2877 147.474
15500 11.3112 138.097
15600 11.4056 79.4979
15700 11.3111 152.058
15800 11.2686 188.578
15900 11.2656 197.601
16000 11.094 323.783
16100 11.0615 353.326
16200 11.0179 390.523
16300 11.1057 336.477
16400 11.1871 286.861
16500 11.2529 248.138
16600 11.3652 177.04
16700 11.518 77.832
16800 11.7077 -47.0176
16900 11.7841 -93.1512
17000 11.7933 -92.5859
17100 11.518 105.578
17200 11.4252 177.032
17300 11.285 281.369
17400 11.3155 267.133
17500 11.2368 328.744
17600 11.2599 319.68
17700 11.2901 305.653
17800 11.1438 414.242
17900 11.2805 326.189
18000 11.0106 520.69
18100 11.1184 452.72
18200 11.2457 371.226
18300 11.2586 369.187
18400 11.6402 111.054
18500 11.533 192.445
18600 11.5657 176.68
18700 11.5442 198.574
18800 11.6922 102.702
18900 11.6474 140.732
19000 11.5375 224.088
19100 11.4582 286.121
19200 11.5819 207.098
19300 11.4316 318.47
19400 11.3666 370.604
19500 11.3902 361.145
19600 11.4851 302.141
19700 11.5113 290.888
19800 11.6691 188.219
19900 11.6772 189.535
20000 11.7883 119.292
20100 11.7424 158.105
20200 11.6644 219.282
20300 11.4599 368.291
20400 11.4663 370.793
20500 11.1884 570.855
20600 11.4916 367.154
20700 11.4494 403.41
20800 11.5329 352.326
20900 11.7645 198.343
21000 11.5301 368.144
21100 11.5975 328.305
21200 11.5368 377.442
21300 11.5682 362.544
21400 11.5252 399.367
21500 11.6854 295.004
21600 11.7434 261.667
21700 11.5764 384.635
21800 11.6943 309.695
21900 11.6302 361.166
22000 11.7844 260.987
22100 11.4916 471.373
22200 11.4675 495.01
22300 11.3426 588.798
22400 11.5369 460.711
22500 11.5328 470.5
22600 11.5714 450.669
22700 11.3534 609.046
22800 11.2864 662.571
22900 11.5249 503.816
23000 11.6203 444.487
23100 11.8216 311.558
23200 11.8756 280.951
23300 11.7438 379.491
23400 12.0116 200.392
23500 11.7971 356.387
23600 11.8274 342.266
23700 11.6914 443.679
23800 11.8978 307.246
23900 11.928 293.204
24000 11.9143 309.689
24100 11.9032 324.336
24200 11.9187 320.516
24300 11.9033 338.183
24400 11.9945 281.766
24500 12.0727 234.336
24600 12.0709 242.542
24700 12.0538 261.411
24800 11.9285 355.41
24900 11.85 416.869
25000 12.1294 229.728
25100 12.2264 169.23
25200 12.0799 277.962
25300 12.0846 281.688
25400 12.1561 238.926
25500 12.1385 258.105
25600 12.1323 269.374
25700 11.9123 429.163
25800 12.1569 266.196
25900 12.2839 184.855
26000 12.5708 -7.53458
26100 12.6916 -84.5083
26200 12.7896 -145.65
26300 12.6861 -66.7445
26400 12.8071 -143.912
26500 12.7753 -114.85
26600 12.6166 2.36396
26700 12.7103 -55.7776
26800 12.7535 -78.8829
26900 12.5078 98.7819
27000 12.3751 197.936
27100 12.2068 321.831
27200 12.1993 333.991
27300 12.2209 325.929
