0 20.4325 -0.00836775]
100 20.4676 -0.0125373]
200 20.4118 0.010465]
300 20.2431 0.0273237]
400 20.0362 0.0185127]
500 19.9615 -0.00255132]
600 19.9491 -0.00509165]
700 19.8389 0.00421559]
800 19.8868 0.00893701]
900 19.9238 0.0217837]
1000 19.837 -0.00261182]
1100 19.69 0.00877085]
1200 19.4603 -0.00215911]
1300 19.3853 -0.0122176]
1400 19.6073 -0.0170629]
1500 19.6872 -0.00920008]
1600 19.4597 -0.000751186]
1700 19.3526 0.00631811]
1800 19.2172 0.00170202]
1900 19.0551 0.00961129]
2000 19.0464 0.000939072]
2100 18.8445 0.0257629]
2200 18.7665 0.0193092]
2300 18.7765 0.0365423]
2400 19.0444 0.0435616]
2500 19.1256 0.0303366]
2600 19.0826 0.0159408]
2700 19.3193 0.0136203]
2800 19.5229 0.0132963]
2900 19.396 0.0203385]
3000 19.341 -0.00273121]
3100 19.2702 -0.00775409]
3200 19.2049 -0.0200881]
3300 19.0479 -0.019503]
3400 19.1772 -0.0396425]
3500 19.2703 -0.0283917]
3600 19.336 -0.0166306]
3700 19.3 -0.00656198]
3800 19.4113 -0.000941867]
3900 19.5015 -0.0182629]
4000 19.6197 -0.0441613]
4100 19.6896 -0.0342167]
4200 19.6152 -0.0328816]
4300 19.5137 -0.0311225]
4400 19.3442 -0.014762]
4500 19.3475 0.00629053]
4600 19.3607 -0.0007497]
4700 19.5266 -0.00452313]
4800 19.6495 0.00750811]
4900 19.701 0.00469815]
5000 19.784 0.00126019]
5100 19.845 -0.0119783]
5200 19.8412 -0.0165475]
5300 19.9324 0.0219976]
5400 19.7318 0.0309101]
5500 19.5222 0.0406325]
5600 19.3098 0.0597548]
5700 19.1352 0.0567881]
5800 19.3218 0.0703063]
5900 19.3942 0.0593076]
6000 19.6981 0.0524833]
6100 19.8018 0.0178736]
6200 19.7452 0.0200668]
6300 19.7515 0.0209756]
6400 19.622 0.0507283]
6500 19.6487 0.0465373]
6600 19.5857 0.0322749]
6700 19.7237 0.0433269]
6800 19.8508 0.00120993]
6900 19.9076 0.0216915]
7000 20.0222 0.0131131]
7100 20.085 0.0205315]
7200 19.9211 0.0367868]
7300 19.8377 0.0278605]
7400 19.9401 0.0261254]
7500 19.9682 0.0105581]
7600 20.1195 0.0118792]
7700 20.0025 0.00695293]
7800 20.2266 0.0129977]
7900 20.4255 0.000341733]
8000 20.5007 -0.0119949]
8100 20.7312 0.0194653]
8200 20.7091 0.0366815]
8300 20.723 0.0345312]
8400 20.776 0.00555289]
8500 20.49 -0.00543627]
8600 20.4267 -0.0133798]
8700 20.4023 -0.0344207]
8800 20.4743 -0.0381817]
8900 20.4693 -0.0252231]
9000 20.4735 -0.00381902]
9100 20.4155 -0.0141789]
9200 20.4316 -0.0315147]
9300 20.5273 -0.0192229]
9400 20.5652 -0.0405865]
9500 20.7175 -0.0416345]
9600 20.8975 -0.0332596]
9700 20.8964 -0.0181519]
9800 20.9208 -0.0136008]
9900 20.6998 -0.00335642]
10000 20.4988 0.00683229]
10100 20.5046 -0.0252135]
10200 20.3798 -2.9094e-05]
10300 20.5647 -0.0265641]
10400 20.7413 -0.018997]
10500 20.7983 -0.00435665]
10600 20.8914 -0.0163926]
10700 20.6483 -0.020574]
10800 20.4135 -0.00763215]
10900 20.4409 -0.0117948]
11000 20.4998 -0.0124735]
11100 20.7391 -0.0193543]
11200 20.7588 -0.0100018]
11300 20.8073 -0.0087145]
11400 20.8474 -0.0352012]
11500 20.8717 -0.0480525]
11600 20.9985 -0.0502903]
11700 20.9033 -0.0614768]
11800 20.8444 -0.0617585]
11900 20.7518 -0.047352]
12000 20.8746 -0.02176]
12100 20.9543 -0.0154948]
12200 21.1359 0.0267374]
12300 20.9805 0.0215784]
12400 21.0956 0.0189128]
12500 20.8326 0.0323979]
12600 20.5379 0.0366997]
12700 20.2663 0.0469304]
12800 19.9628 0.0488328]
12900 19.8887 0.0549213]
13000 19.9529 0.0666865]
13100 20.2166 0.05114]
13200 20.0476 0.0349906]
13300 19.8632 0.0108561]
13400 19.7812 0.0180288]
13500 19.6737 -0.0168188]
13600 19.826 -0.0160634]
13700 19.6885 -0.00435015]
13800 19.7124 0.00520784]
13900 19.6094 0.000257745]
14000 19.59 0.0155442]
14100 19.7276 0.0188566]
14200 19.6226 -0.00689009]
14300 19.7445 -0.0209804]
14400 19.8728 0.0111182]
14500 19.977 0.0172501]
14600 20.1697 -0.00385128]
14700 20.0968 -0.00655]
14800 20.118 0.00407468]
14900 20.1794 0.0103033]
15000 20.2526 0.0139509]
15100 20.1781 -0.00451106]
15200 20.036 -0.00490646]
15300 19.9521 0.0150447]
15400 19.8446 -0.00672108]
15500 19.7761 -0.0131121]
15600 19.8434 -0.0143353]
15700 19.9703 -0.0283335]
15800 20.1626 -0.0154895]
15900 20.2523 -0.0149237]
16000 20.2555 -0.0119243]
16100 20.2007 -0.0120995]
16200 20.1874 -0.00664041]
16300 20.0907 -0.0152397]
16400 19.9228 -0.0101646]
16500 20.0428 -0.0110626]
16600 20.2555 -0.0383778]
16700 20.2094 -0.00729666]
