0 23.2721 3.39357]
100 23.3673 -59.2956]
200 23.3943 -74.5679]
300 23.415 -85.4642]
400 23.2382 40.8831]
500 23.2438 40.4553]
600 23.0878 152.309]
700 23.27 29.1723]
800 23.3635 -32.2896]
900 23.3015 14.2682]
1000 23.372 -31.2579]
1100 23.3128 13.3054]
1200 23.1447 133.607]
1300 23.1536 130.904]
1400 23.0658 195.378]
1500 23.2901 43.0309]
1600 23.2022 107.573]
1700 23.1893 120.011]
1800 23.3042 43.6405]
1900 23.3313 28.2718]
2000 23.2753 70.6669]
2100 23.1799 140.444]
2200 23.1374 173.421]
2300 23.2184 120.586]
2400 23.3432 37.3786]
2500 23.3867 10.6227]
2600 23.507 -69.4701]
2700 23.3919 13.9812]
2800 23.3293 60.9269]
2900 23.4491 -18.8149]
3000 23.4537 -18.531]
3100 23.3533 54.6895]
3200 23.392 31.2466]
3300 23.3832 40.8612]
3400 23.4914 -30.8619]
3500 23.3124 96.9857]
3600 23.3898 46.7214]
3700 23.3435 82.32]
3800 23.5606 -65.0404]
3900 23.5086 -25.4264]
4000 23.326 104.924]
4100 23.1025 263.646]
4200 23.1994 199.793]
4300 23.3786 78.8013]
4400 23.5333 -25.2209]
4500 23.5146 -8.73668]
4600 23.4964 7.38381]
4700 23.4161 66.6111]
4800 23.3459 118.879]
4900 23.3315 132.384]
5000 23.2163 215.846]
5100 23.2861 170.818]
5200 23.2649 189.043]
5300 23.3496 133.682]
5400 23.3846 112.825]
5500 23.2878 183.553]
5600 23.0385 360.225]
5700 23.1173 308.962]
5800 23.3146 175.377]
5900 23.4657 73.8449]
6000 23.5228 37.6402]
6100 23.5716 7.19919]
6200 23.7664 -124.676]
6300 23.6556 -44.1898]
6400 23.3512 170.763]
6500 23.3682 162.427]
6600 23.4348 119.661]
6700 23.6995 -60.7701]
6800 23.7953 -123.895]
6900 23.5119 76.514]
7000 23.341 198.723]
7100 23.3981 162.545]
7200 23.7833 -101.65]
7300 23.8094 -116.324]
7400 23.7775 -90.6525]
7500 23.4237 158.638]
7600 23.5136 99.6247]
7700 23.694 -22.2021]
7800 23.6274 27.5392]
7900 23.6425 20.4877]
8000 23.5474 90.014]
8100 23.5327 103.723]
8200 23.5634 85.9104]
8300 23.7412 -34.2108]
8400 23.5901 74.2617]
8500 23.5197 126.655]
8600 23.3494 248.484]
8700 23.2786 301.109]
8800 23.3824 232.479]
