0 18.3985 3.17895]
100 18.4097 1.54525]
200 18.7601 -10.1583]
300 18.7471 -7.19074]
400 18.6006 6.91615]
500 18.6016 5.45163]
600 18.4634 -0.141808]
700 18.508 2.50868]
800 18.4527 7.80374]
900 18.5344 0.458774]
1000 18.7301 -2.21719]
1100 18.7508 -0.44303]
1200 18.9419 0.868108]
1300 18.9458 11.7453]
1400 18.9721 9.93657]
1500 19.0708 8.00278]
1600 19.2892 7.8422]
1700 19.3436 7.11885]
1800 19.1544 4.00223]
1900 18.9076 14.0536]
2000 18.9558 25.2833]
2100 18.9379 22.2471]
2200 18.9605 18.8591]
2300 18.7236 16.0998]
2400 18.7484 4.81691]
2500 18.7481 4.46426]
2600 18.9184 2.78276]
2700 18.8943 2.24771]
2800 18.9031 6.04423]
2900 18.8794 11.6545]
3000 19.0477 12.3943]
3100 18.9783 13.9734]
3200 19.1874 9.31163]
3300 18.9853 8.22543]
3400 19.1707 -1.22814]
3500 19.183 -4.20736]
3600 19.0952 6.02059]
3700 19.2173 8.74996]
3800 19.364 4.58316]
3900 19.3422 5.63284]
4000 19.3037 1.79986]
4100 19.3809 -5.0304]
4200 19.4489 -5.29947]
4300 19.5404 -6.61568]
4400 19.5144 -1.30401]
4500 19.5135 2.97656]
4600 19.6389 0.982614]
4700 19.6065 5.44976]
4800 19.4925 9.19052]
4900 19.6421 3.4716]
5000 19.6369 -0.141283]
5100 19.7272 -0.488894]
5200 19.6707 4.1861]
5300 19.7519 -0.0691254]
5400 19.6486 7.28727]
5500 19.4637 5.55874]
5600 19.2654 16.6897]
5700 19.1837 14.903]
5800 19.2446 8.28413]
5900 19.3153 6.17866]
6000 19.4061 10.1946]
6100 19.3237 6.5226]
6200 19.3652 0.380358]
6300 19.0976 3.20701]
6400 19.0306 2.50844]
6500 19.0847 3.95437]
6600 18.8607 14.109]
6700 18.9143 20.1617]
6800 19.0071 15.8823]
6900 19.0416 5.28617]
7000 18.9198 5.34565]
7100 18.8856 13.5843]
7200 18.8791 10.1869]
7300 19.0624 8.55892]
7400 19.3353 11.9818]
7500 19.3635 10.5496]
7600 19.3164 15.2137]
7700 19.2329 15.782]
7800 19.3122 12.7081]
7900 19.5589 12.3733]
8000 19.6652 17.433]
8100 19.5637 15.7264]
8200 19.6063 10.0795]
8300 19.3207 10.9979]
8400 19.0537 6.13857]
8500 19.1395 5.73343]
8600 19.1622 2.46691]
8700 19.233 11.7225]
8800 19.2697 5.38208]
8900 19.1862 18.3298]
9000 19.0166 17.5383]
9100 19.0202 14.5796]
9200 19.1054 15.4168]
9300 19.0823 11.53]
9400 19.2156 13.7979]
9500 19.1068 10.2227]
9600 19.2556 5.93679]
9700 19.0211 11.5068]
9800 18.9627 14.5547]
9900 18.7481 16.4075]
10000 18.8686 6.68754]
10100 19.0885 13.5105]
10200 19.2451 15.2969]
10300 19.0726 15.4566]
10400 19.2295 12.9452]
10500 19.0062 8.9704]
10600 18.7057 5.92688]
10700 18.6284 13.5186]
10800 18.8187 17.6947]
10900 19.0439 14.6757]
11000 19.2111 9.3765]
11100 19.4532 8.38811]
11200 19.2388 5.94502]
11300 19.1047 5.35242]
11400 19.0737 10.0814]
11500 19.1232 10.6247]
11600 19.1136 12.8885]
11700 19.1689 9.62976]
11800 19.217 5.00006]
11900 19.2304 5.20246]
12000 19.2468 14.4554]
12100 19.5051 14.9546]
12200 19.5947 10.8075]
12300 19.5039 9.77081]
12400 19.2487 15.9673]
12500 19.0231 15.6993]
12600 19.2099 11.3351]
12700 19.5047 1.31315]
12800 19.4931 7.21526]
12900 19.3666 8.80222]
13000 19.169 14.09]
13100 19.1941 12.0739]
13200 19.257 6.66668]
13300 19.3137 3.55724]
13400 19.2348 5.31748]
13500 19.1159 3.92345]
13600 19.112 2.1542]
13700 19.1284 0.1336]
13800 19.2124 7.6046]
13900 19.1398 10.2955]
14000 19.1843 7.9641]
14100 19.2773 4.12283]
14200 19.3068 8.26291]
14300 19.4315 9.06478]
14400 19.293 2.4753]
14500 19.2383 7.34745]
14600 19.196 7.10877]
14700 19.2646 5.93864]
14800 19.2978 2.31916]
14900 19.4138 6.66227]
15000 19.4814 1.94118]
15100 19.3334 6.77929]
15200 19.34 11.8125]
15300 19.1025 12.056]
15400 19.194 9.51391]
15500 19.1129 10.6925]
15600 19.1183 11.2418]
15700 19.1135 15.5876]
15800 19.2585 15.5625]
15900 19.1711 14.9343]
16000 19.1093 9.78668]
16100 18.9123 6.76371]
16200 18.9359 14.4936]
16300 18.9758 14.2732]
16400 19.0021 6.15923]
16500 19.0209 18.4079]
16600 19.2372 20.6224]
16700 19.3114 15.3567]
16800 19.3689 10.8825]
16900 19.4245 19.3528]
17000 19.5962 18.7154]
17100 19.8046 13.3737]
17200 20.0549 9.24498]
17300 20.2362 14.2936]
17400 20.2557 9.98159]
17500 20.1467 18.5608]
17600 19.9502 16.4928]
17700 19.5076 16.8243]
17800 19.1663 11.84]
17900 19.2784 11.0345]
18000 19.4871 2.44017]
18100 19.5646 6.41358]
18200 19.6732 8.99611]
18300 19.5928 14.5943]
18400 19.6005 13.4303]
18500 19.6258 7.98452]
18600 19.4175 9.72522]
18700 19.4163 15.5177]
18800 19.5089 19.6946]
18900 19.7436 13.7934]
19000 20.0626 8.59443]
19100 20.1305 12.0893]
19200 20.3189 15.5943]
19300 20.4585 6.95679]
19400 20.5313 6.00648]
19500 20.4732 9.8528]
19600 20.3094 24.0204]
19700 20.2636 19.5194]
19800 20.4032 20.7241]
19900 20.5171 7.76053]
20000 20.5016 4.73086]
20100 20.4174 5.91376]
20200 20.4167 10.8906]
20300 20.5019 14.1702]
20400 20.4443 13.5061]
20500 20.3238 19.1051]
20600 20.2428 20.147]
20700 20.3282 13.8722]
20800 20.2443 12.9295]
20900 20.2631 22.3168]
21000 20.2955 14.0521]
21100 20.3526 17.0006]
21200 20.4222 9.63074]
21300 20.4531 12.5263]
21400 20.613 13.5637]
21500 20.587 13.4942]
21600 20.4093 18.7252]
21700 20.3706 17.0283]
21800 20.4075 15.7586]
21900 20.3336 14.4194]
22000 20.3376 8.32796]
22100 20.2785 14.8792]
22200 20.4124 14.8096]
22300 20.3145 18.6611]
22400 20.3768 21.3871]
22500 20.465 19.4514]
22600 20.5176 8.8945]
22700 20.215 9.74234]
22800 20.3598 4.13944]
22900 20.4057 2.64464]
23000 20.4451 9.76278]
23100 20.3934 18.0941]
23200 20.3075 24.9863]
23300 20.3502 18.0769]
23400 20.4085 12.883]
23500 20.2592 10.5028]
23600 20.2163 17.5149]
23700 20.2536 19.4033]
23800 20.3006 16.8036]
23900 20.1194 14.7408]
24000 19.9007 8.30192]
24100 19.7795 7.5423]
24200 19.6713 7.28133]
24300 19.8146 -6.53045]
24400 20.193 -5.67721]
24500 20.2281 -3.80839]
24600 20.3193 -1.10669]
24700 20.2925 4.14644]
24800 20.3249 7.70353]
24900 20.2627 2.44057]
25000 20.1998 2.87127]
25100 20.1036 -4.7831]
25200 19.8331 -3.15059]
25300 20.0234 6.40279]
25400 19.82 14.2408]
25500 19.9162 6.74822]
25600 19.88 3.76579]
25700 20.1991 4.72877]
25800 20.0257 3.41719]
25900 20.148 2.90631]
26000 19.9872 -5.69669]
26100 20.164 -3.6883]
26200 20.1788 -0.276563]
26300 20.2146 5.80398]
26400 20.1742 10.5127]
26500 20.1218 10.1208]
26600 20.0139 12.1492]
26700 20.0475 10.9921]
26800 20.039 17.5673]
26900 20.0042 18.1928]
27000 19.5175 9.89574]
27100 19.3412 9.33347]
27200 19.0767 4.53328]
27300 19.0089 4.18874]
27400 19.1079 3.12678]
27500 18.9078 0.34304]
27600 18.896 3.30896]
27700 19.0287 8.32135]
27800 19.1555 12.6964]
27900 19.2052 8.90456]
28000 19.66 11.6574]
28100 20.0487 12.3812]
28200 20.0988 15.6437]
28300 20.2091 9.19615]
28400 19.9668 11.6494]
28500 20.026 15.4965]
28600 19.4845 15.6328]
28700 19.7257 16.7408]
28800 19.6338 8.62515]
28900 19.8507 7.77127]
29000 19.8876 9.15212]
29100 19.8886 8.29865]
29200 19.933 7.95106]
29300 19.944 9.59759]
29400 19.8448 3.80445]
29500 20.1128 11.7387]
29600 20.1589 10.6096]
29700 20.2201 5.8473]
29800 19.9919 5.9308]
29900 20.0468 4.3101]
30000 19.9881 5.1953]
30100 20.1044 8.76166]
30200 19.7326 7.67537]
30300 19.7908 16.0513]
30400 19.4373 16.7041]
30500 19.4306 16.2984]
30600 19.3657 17.6702]
30700 19.6743 15.6277]
30800 19.6149 16.5711]
30900 19.6181 15.5141]
31000 19.8933 12.6884]
31100 19.8397 5.90413]
31200 19.8412 6.04782]
31300 19.8927 0.559199]
31400 19.9638 0.261556]
31500 20.1002 4.29277]
